Station Name,Sample Code,Collection Date,Analyte,Result,Rpt Limit,Units,Parent Sample
E3S81051561,EL0419B0152,4/3/2019 11:00,Total Kjeldahl Nitrogen,0.5,0.1,mg/L as N,0
E3S81051561,EL0419B0152,4/3/2019 11:00,Field Specific Conductance,596,1,uS/cm@25degC,0
E3S81051561,EL0419B0155,4/3/2019 11:00,Chlorophyll a,2.14,0.5,µg/L,EL0419B0152
E3S81051561,EL0419B0155,4/3/2019 11:00,Dissolved Nitrate + Nitrite,0.2,0.05,mg/L as N,EL0419B0152
E3S81051561,EL0419B0155,4/3/2019 11:00,Dissolved Organic Carbon,3.7,0.5,mg/L as C,EL0419B0152
E3S81051561,EL0419B0155,4/3/2019 11:00,Total Organic Carbon,3.8,0.5,mg/L as C,EL0419B0152
E3S81051561,EL0419B0155,4/3/2019 11:00,Dissolved Ortho-phosphate,< R.L.,0.05,mg/L as P,EL0419B0152
E3S81051561,EL0419B0155,4/3/2019 11:00,Pheophytin a,3.02,0.5,µg/L,EL0419B0152
E3S81051561,EL0419B0155,4/3/2019 11:00,Total Phosphorus,0.109,0.01,mg/L as P,EL0419B0152
E3S81051561,EL0419B0155,4/3/2019 11:00,Total Kjeldahl Nitrogen,0.8,0.1,mg/L as N,EL0419B0152
E3S81041559,EL0419B0153,4/3/2019 11:15,Chlorophyll a,1.52,0.5,µg/L,0
E3S81041559,EL0419B0153,4/3/2019 11:15,Dissolved Nitrate + Nitrite,0.21,0.05,mg/L as N,0
E3S81041559,EL0419B0153,4/3/2019 11:15,Dissolved Organic Carbon,3.9,0.5,mg/L as C,0
E3S81041559,EL0419B0153,4/3/2019 11:15,Total Organic Carbon,3.9,0.5,mg/L as C,0
E3S81041559,EL0419B0153,4/3/2019 11:15,Dissolved Ortho-phosphate,< R.L.,0.05,mg/L as P,0
E3S81041559,EL0419B0153,4/3/2019 11:15,Pheophytin a,1.78,0.5,µg/L,0
E3S81041559,EL0419B0153,4/3/2019 11:15,Total Phosphorus,0.1,0.01,mg/L as P,0
E3S81041559,EL0419B0153,4/3/2019 11:15,Total Kjeldahl Nitrogen,0.5,0.1,mg/L as N,0
E3S81041559,EL0419B0153,4/3/2019 11:15,Field Specific Conductance,657,1,uS/cm@25degC,0
E3S81041558,EL0419B0154,4/3/2019 11:25,Chlorophyll a,2.59,0.5,µg/L,0
E3S81041558,EL0419B0154,4/3/2019 11:25,Dissolved Nitrate + Nitrite,0.21,0.05,mg/L as N,0
E3S81041558,EL0419B0154,4/3/2019 11:25,Dissolved Organic Carbon,4.1,0.5,mg/L as C,0
E3S81041558,EL0419B0154,4/3/2019 11:25,Dissolved Organic Carbon,4.1,0.5,mg/L as C,0
E3S81041558,EL0419B0154,4/3/2019 11:25,Total Organic Carbon,4.1,0.5,mg/L as C,0
E3S81041558,EL0419B0154,4/3/2019 11:25,Total Organic Carbon,4.1,0.5,mg/L as C,0
E3S81041558,EL0419B0154,4/3/2019 11:25,Dissolved Ortho-phosphate,< R.L.,0.05,mg/L as P,0
E3S81041558,EL0419B0154,4/3/2019 11:25,Pheophytin a,3.87,0.5,µg/L,0
E3S81041558,EL0419B0154,4/3/2019 11:25,Total Phosphorus,0.08,0.01,mg/L as P,0
E3S81041558,EL0419B0154,4/3/2019 11:25,Total Kjeldahl Nitrogen,0.5,0.1,mg/L as N,0
E3S81041558,EL0419B0154,4/3/2019 11:25,Field Specific Conductance,699,1,uS/cm@25degC,0
E3S80192066,EL0419B0165,4/3/2019 12:00,Chlorophyll a,3.86,0.5,µg/L,0
E3S80192066,EL0419B0165,4/3/2019 12:00,Dissolved Nitrate + Nitrite,0.27,0.05,mg/L as N,0
E3S80192066,EL0419B0165,4/3/2019 12:00,Dissolved Organic Carbon,2.9,0.5,mg/L as C,0
E3S80192066,EL0419B0165,4/3/2019 12:00,Total Organic Carbon,3.2,0.5,mg/L as C,0
E3S80192066,EL0419B0165,4/3/2019 12:00,Dissolved Ortho-phosphate,0.056,0.05,mg/L as P,0
E3S80192066,EL0419B0165,4/3/2019 12:00,Pheophytin a,2.09,0.5,µg/L,0
E3S80192066,EL0419B0165,4/3/2019 12:00,Total Phosphorus,0.09,0.01,mg/L as P,0
E3S80192066,EL0419B0165,4/3/2019 12:00,Total Kjeldahl Nitrogen,0.438,0.1,mg/L as N,0
E3S80192066,EL0419B0165,4/3/2019 12:00,Field Specific Conductance,687,1,uS/cm@25degC,0
E3S80192049,EL0419B0163,4/3/2019 13:00,Chlorophyll a,2.65,0.5,µg/L,0
E3S80192049,EL0419B0163,4/3/2019 13:00,Dissolved Nitrate + Nitrite,0.24,0.05,mg/L as N,0
E3S80192049,EL0419B0163,4/3/2019 13:00,Dissolved Organic Carbon,3.1,0.5,mg/L as C,0
E3S80192049,EL0419B0163,4/3/2019 13:00,Total Organic Carbon,3.1,0.5,mg/L as C,0
E3S80192049,EL0419B0163,4/3/2019 13:00,Dissolved Ortho-phosphate,0.061,0.05,mg/L as P,0
E3S80192049,EL0419B0163,4/3/2019 13:00,Pheophytin a,1.45,0.5,µg/L,0
E3S80192049,EL0419B0163,4/3/2019 13:00,Total Phosphorus,0.09,0.01,mg/L as P,0
E3S80192049,EL0419B0163,4/3/2019 13:00,Total Kjeldahl Nitrogen,0.5,0.1,mg/L as N,0
E3S80192049,EL0419B0163,4/3/2019 13:00,Field Specific Conductance,502,1,uS/cm@25degC,0
E3S80212052,EL0419B0164,4/3/2019 13:40,Chlorophyll a,2.32,0.5,µg/L,0
E3S80212052,EL0419B0164,4/3/2019 13:40,Dissolved Nitrate + Nitrite,0.26,0.05,mg/L as N,0
E3S80212052,EL0419B0164,4/3/2019 13:40,Dissolved Organic Carbon,3.3,0.5,mg/L as C,0
E3S80212052,EL0419B0164,4/3/2019 13:40,Dissolved Organic Carbon,3.3,0.5,mg/L as C,0
E3S80212052,EL0419B0164,4/3/2019 13:40,Total Organic Carbon,3.4,0.5,mg/L as C,0
E3S80212052,EL0419B0164,4/3/2019 13:40,Total Organic Carbon,3.3,0.5,mg/L as C,0
E3S80212052,EL0419B0164,4/3/2019 13:40,Dissolved Ortho-phosphate,0.067,0.05,mg/L as P,0
E3S80212052,EL0419B0164,4/3/2019 13:40,Pheophytin a,1.45,0.5,µg/L,0
E3S80212052,EL0419B0164,4/3/2019 13:40,Total Phosphorus,0.09,0.01,mg/L as P,0
E3S80212052,EL0419B0164,4/3/2019 13:40,Total Kjeldahl Nitrogen,0.4,0.1,mg/L as N,0
E3S80212052,EL0419B0164,4/3/2019 13:40,Field Specific Conductance,558,1,uS/cm@25degC,0
E3S811920110,EL0419B0143,4/3/2019 14:05,Chlorophyll a,4.29,0.5,µg/L,0
E3S811920110,EL0419B0143,4/3/2019 14:05,Dissolved Nitrate + Nitrite,1.4,0.05,mg/L as N,0
E3S811920110,EL0419B0143,4/3/2019 14:05,Dissolved Organic Carbon,9.8,0.5,mg/L as C,0
E3S811920110,EL0419B0143,4/3/2019 14:05,Total Organic Carbon,9.8,0.5,mg/L as C,0
E3S811920110,EL0419B0143,4/3/2019 14:05,Dissolved Ortho-phosphate,0.402,0.05,mg/L as P,0
E3S811920110,EL0419B0143,4/3/2019 14:05,Pheophytin a,3.14,0.5,µg/L,0
E3S811920110,EL0419B0143,4/3/2019 14:05,Total Phosphorus,0.58,0.01,mg/L as P,0
E3S811920110,EL0419B0143,4/3/2019 14:05,Total Phosphorus,0.59,0.01,mg/L as P,0
E3S811920110,EL0419B0143,4/3/2019 14:05,Total Kjeldahl Nitrogen,1.3,0.1,mg/L as N,0
E3S811920110,EL0419B0143,4/3/2019 14:05,Total Kjeldahl Nitrogen,1.28,0.1,mg/L as N,0
E3S811920110,EL0419B0143,4/3/2019 14:05,Field Specific Conductance,1804,1,uS/cm@25degC,0
E3S81182017,EL0419B0144,4/3/2019 14:20,Chlorophyll a,6.91,0.5,µg/L,0
E3S81182017,EL0419B0144,4/3/2019 14:20,Dissolved Nitrate + Nitrite,0.86,0.05,mg/L as N,0
E3S81182017,EL0419B0144,4/3/2019 14:20,Dissolved Organic Carbon,7.5,0.5,mg/L as C,0
E3S81182017,EL0419B0144,4/3/2019 14:20,Total Organic Carbon,7.3,0.5,mg/L as C,0
E3S81182017,EL0419B0144,4/3/2019 14:20,Dissolved Ortho-phosphate,0.254,0.05,mg/L as P,0
E3S81182017,EL0419B0144,4/3/2019 14:20,Pheophytin a,1.25,0.5,µg/L,0
E3S81182017,EL0419B0144,4/3/2019 14:20,Total Phosphorus,0.36,0.01,mg/L as P,0
E3S81182017,EL0419B0144,4/3/2019 14:20,Total Kjeldahl Nitrogen,0.995,0.1,mg/L as N,0
E3S81182017,EL0419B0144,4/3/2019 14:20,Field Specific Conductance,1683,1,uS/cm@25degC,0
E3S811720110,EL0419B0145,4/3/2019 14:35,Chlorophyll a,5.28,0.5,µg/L,0
E3S811720110,EL0419B0145,4/3/2019 14:35,Dissolved Nitrate + Nitrite,0.38,0.05,mg/L as N,0
E3S811720110,EL0419B0145,4/3/2019 14:35,Dissolved Organic Carbon,5.2,0.5,mg/L as C,0
E3S811720110,EL0419B0145,4/3/2019 14:35,Dissolved Organic Carbon,5.3,0.5,mg/L as C,0
E3S811720110,EL0419B0145,4/3/2019 14:35,Total Organic Carbon,5.5,0.5,mg/L as C,0
E3S811720110,EL0419B0145,4/3/2019 14:35,Total Organic Carbon,5.4,0.5,mg/L as C,0
E3S811720110,EL0419B0145,4/3/2019 14:35,Dissolved Ortho-phosphate,0.115,0.05,mg/L as P,0
E3S811720110,EL0419B0145,4/3/2019 14:35,Pheophytin a,2.45,0.5,µg/L,0
E3S811720110,EL0419B0145,4/3/2019 14:35,Total Phosphorus,0.15,0.01,mg/L as P,0
E3S811720110,EL0419B0145,4/3/2019 14:35,Total Kjeldahl Nitrogen,0.437,0.1,mg/L as N,0
E3S811720110,EL0419B0145,4/3/2019 14:35,Field Specific Conductance,1108,1,uS/cm@25degC,0
E3S80462003,EL0419B0162,4/3/2019 14:52,Chlorophyll a,2.7,0.5,µg/L,0
E3S80462003,EL0419B0162,4/3/2019 14:52,Dissolved Nitrate + Nitrite,0.2,0.05,mg/L as N,0
E3S80462003,EL0419B0162,4/3/2019 14:52,Dissolved Organic Carbon,3,0.5,mg/L as C,0
E3S80462003,EL0419B0162,4/3/2019 14:52,Total Organic Carbon,3,0.5,mg/L as C,0
E3S80462003,EL0419B0162,4/3/2019 14:52,Dissolved Ortho-phosphate,0.055,0.05,mg/L as P,0
E3S80462003,EL0419B0162,4/3/2019 14:52,Pheophytin a,0.92,0.5,µg/L,0
E3S80462003,EL0419B0162,4/3/2019 14:52,Total Phosphorus,0.07,0.01,mg/L as P,0
E3S80462003,EL0419B0162,4/3/2019 14:52,Total Kjeldahl Nitrogen,0.3,0.1,mg/L as N,0
E3S80462003,EL0419B0162,4/3/2019 14:52,Field Specific Conductance,232,1,uS/cm@25degC,0
E3S80482010,EL0419B0159,4/3/2019 15:18,Chlorophyll a,2.38,0.5,µg/L,0
E3S80482010,EL0419B0159,4/3/2019 15:18,Dissolved Nitrate + Nitrite,0.183,0.05,mg/L as N,0
E3S80482010,EL0419B0159,4/3/2019 15:18,Dissolved Organic Carbon,2.9,0.5,mg/L as C,0
E3S80482010,EL0419B0159,4/3/2019 15:18,Total Organic Carbon,2.9,0.5,mg/L as C,0
E3S80482010,EL0419B0159,4/3/2019 15:18,Dissolved Ortho-phosphate,0.063,0.05,mg/L as P,0
E3S80482010,EL0419B0159,4/3/2019 15:18,Pheophytin a,1.18,0.5,µg/L,0
E3S80482010,EL0419B0159,4/3/2019 15:18,Total Phosphorus,0.078,0.01,mg/L as P,0
E3S80482010,EL0419B0159,4/3/2019 15:18,Total Kjeldahl Nitrogen,0.318,0.1,mg/L as N,0
E3S80482010,EL0419B0159,4/3/2019 15:18,Field Specific Conductance,265.8,1,uS/cm@25degC,0
E3S804102007,EL0419B0160,4/3/2019 15:34,Chlorophyll a,3.96,0.5,µg/L,0
E3S804102007,EL0419B0160,4/3/2019 15:34,Dissolved Nitrate + Nitrite,0.16,0.05,mg/L as N,0
E3S804102007,EL0419B0160,4/3/2019 15:34,Dissolved Organic Carbon,3.1,0.5,mg/L as C,0
E3S804102007,EL0419B0160,4/3/2019 15:34,Total Organic Carbon,3.1,0.5,mg/L as C,0
E3S804102007,EL0419B0160,4/3/2019 15:34,Dissolved Ortho-phosphate,0.072,0.05,mg/L as P,0
E3S804102007,EL0419B0160,4/3/2019 15:34,Pheophytin a,1.95,0.5,µg/L,0
E3S804102007,EL0419B0160,4/3/2019 15:34,Total Phosphorus,0.1,0.01,mg/L as P,0
E3S804102007,EL0419B0160,4/3/2019 15:34,Total Kjeldahl Nitrogen,0.372,0.1,mg/L as N,0
E3S804102007,EL0419B0160,4/3/2019 15:34,Field Specific Conductance,329.4,1,uS/cm@25degC,0
E3S80462005,EL0419B0161,4/3/2019 15:55,Chlorophyll a,2.31,0.5,µg/L,0
E3S80462005,EL0419B0161,4/3/2019 15:55,Dissolved Nitrate + Nitrite,0.18,0.05,mg/L as N,0
E3S80462005,EL0419B0161,4/3/2019 15:55,Dissolved Organic Carbon,3.2,0.5,mg/L as C,0
E3S80462005,EL0419B0161,4/3/2019 15:55,Total Organic Carbon,2.9,0.5,mg/L as C,0
E3S80462005,EL0419B0161,4/3/2019 15:55,Dissolved Ortho-phosphate,0.06,0.05,mg/L as P,0
E3S80462005,EL0419B0161,4/3/2019 15:55,Pheophytin a,0.89,0.5,µg/L,0
E3S80462005,EL0419B0161,4/3/2019 15:55,Total Phosphorus,0.07,0.01,mg/L as P,0
E3S80462005,EL0419B0161,4/3/2019 15:55,Total Kjeldahl Nitrogen,0.3,0.1,mg/L as N,0
E3S80462005,EL0419B0161,4/3/2019 15:55,Field Specific Conductance,241.8,1,uS/cm@25degC,0
Blank; Equipment (ID:47718,EL0419B0167,4/3/2019 17:15,Chlorophyll a,< R.L.,0.5,µg/L,0
Blank; Equipment (ID:47718,EL0419B0167,4/3/2019 17:15,Dissolved Nitrate + Nitrite,< R.L.,0.05,mg/L as N,0
Blank; Equipment (ID:47718,EL0419B0167,4/3/2019 17:15,Dissolved Organic Carbon,< R.L.,0.5,mg/L as C,0
Blank; Equipment (ID:47718,EL0419B0167,4/3/2019 17:15,Total Organic Carbon,< R.L.,0.5,mg/L as C,0
Blank; Equipment (ID:47718,EL0419B0167,4/3/2019 17:15,Dissolved Ortho-phosphate,< R.L.,0.05,mg/L as P,0
Blank; Equipment (ID:47718,EL0419B0167,4/3/2019 17:15,Pheophytin a,< R.L.,0.5,µg/L,0
Blank; Equipment (ID:47718,EL0419B0167,4/3/2019 17:15,Total Phosphorus,< R.L.,0.01,mg/L as P,0
Blank; Equipment (ID:47718,EL0419B0167,4/3/2019 17:15,Total Kjeldahl Nitrogen,< R.L.,0.1,mg/L as N,0
E3S80192066,EL0419B0190,4/8/2019 7:09,Chlorophyll a,2.37,0.5,µg/L,0
E3S80192066,EL0419B0190,4/8/2019 7:09,Dissolved Nitrate + Nitrite,0.32,0.05,mg/L as N,0
E3S80192066,EL0419B0190,4/8/2019 7:09,Total Organic Carbon,3.2,0.5,mg/L as C,0
E3S80192066,EL0419B0190,4/8/2019 7:09,Dissolved Organic Carbon,3.2,0.5,mg/L as C,0
E3S80192066,EL0419B0190,4/8/2019 7:09,Dissolved Ortho-phosphate,0.07,0.05,mg/L as P,0
E3S80192066,EL0419B0190,4/8/2019 7:09,Pheophytin a,3.02,0.5,µg/L,0
E3S80192066,EL0419B0190,4/8/2019 7:09,Total Phosphorus,0.11,0.01,mg/L as P,0
E3S80192066,EL0419B0190,4/8/2019 7:09,Total Kjeldahl Nitrogen,0.4,0.1,mg/L as N,0
E3S80192066,EL0419B0190,4/8/2019 7:09,Field Specific Conductance,463,1,uS/cm@25degC,0
B9S80231523,EL0419B0181,4/8/2019 8:53,Chlorophyll a,1.94,0.5,µg/L,0
B9S80231523,EL0419B0181,4/8/2019 8:53,Dissolved Nitrate + Nitrite,0.18,0.05,mg/L as N,0
B9S80231523,EL0419B0181,4/8/2019 8:53,Dissolved Organic Carbon,3.5,0.5,mg/L as C,0
B9S80231523,EL0419B0181,4/8/2019 8:53,Total Organic Carbon,3.6,0.5,mg/L as C,0
B9S80231523,EL0419B0181,4/8/2019 8:53,Dissolved Ortho-phosphate,0.063,0.05,mg/L as P,0
B9S80231523,EL0419B0181,4/8/2019 8:53,Pheophytin a,0.63,0.5,µg/L,0
B9S80231523,EL0419B0181,4/8/2019 8:53,Total Phosphorus,0.09,0.01,mg/L as P,0
B9S80231523,EL0419B0181,4/8/2019 8:53,Total Kjeldahl Nitrogen,0.4,0.1,mg/L as N,0
B9S80231523,EL0419B0181,4/8/2019 8:53,Field Specific Conductance,275.5,1,uS/cm@25degC,0
B9S80221524,EL0419B0182,4/8/2019 9:37,Chlorophyll a,1.51,0.5,µg/L,0
B9S80221524,EL0419B0182,4/8/2019 9:37,Dissolved Nitrate + Nitrite,0.18,0.05,mg/L as N,0
B9S80221524,EL0419B0182,4/8/2019 9:37,Dissolved Organic Carbon,3.8,0.5,mg/L as C,0
B9S80221524,EL0419B0182,4/8/2019 9:37,Total Organic Carbon,3.4,0.5,mg/L as C,0
B9S80221524,EL0419B0182,4/8/2019 9:37,Dissolved Ortho-phosphate,0.06,0.05,mg/L as P,0
B9S80221524,EL0419B0182,4/8/2019 9:37,Pheophytin a,0.61,0.5,µg/L,0
B9S80221524,EL0419B0182,4/8/2019 9:37,Total Phosphorus,0.08,0.01,mg/L as P,0
B9S80221524,EL0419B0182,4/8/2019 9:37,Total Kjeldahl Nitrogen,0.307,0.1,mg/L as N,0
B9S80221524,EL0419B0182,4/8/2019 9:37,Field Specific Conductance,265,1,uS/cm@25degC,0
E3S81071545,EL0419B0180,4/8/2019 10:08,Chlorophyll a,6.36,0.5,µg/L,EL0419B0176
E3S81071545,EL0419B0180,4/8/2019 10:08,Dissolved Nitrate + Nitrite,0.155,0.05,mg/L as N,EL0419B0176
E3S81071545,EL0419B0180,4/8/2019 10:08,Dissolved Organic Carbon,5.6,0.5,mg/L as C,EL0419B0176
E3S81071545,EL0419B0180,4/8/2019 10:08,Total Organic Carbon,5.4,0.5,mg/L as C,EL0419B0176
E3S81071545,EL0419B0180,4/8/2019 10:08,Dissolved Ortho-phosphate,0.072,0.05,mg/L as P,EL0419B0176
E3S81071545,EL0419B0180,4/8/2019 10:08,Pheophytin a,2.37,0.5,µg/L,EL0419B0176
E3S81071545,EL0419B0180,4/8/2019 10:08,Total Phosphorus,0.14,0.01,mg/L as P,EL0419B0176
E3S81071545,EL0419B0180,4/8/2019 10:08,Total Kjeldahl Nitrogen,0.622,0.1,mg/L as N,EL0419B0176
B9S80241522,EL0419B0183,4/8/2019 10:40,Chlorophyll a,1.27,0.5,µg/L,0
B9S80241522,EL0419B0183,4/8/2019 10:40,Dissolved Nitrate + Nitrite,0.12,0.05,mg/L as N,0
B9S80241522,EL0419B0183,4/8/2019 10:40,Total Organic Carbon,5.3,0.5,mg/L as C,0
B9S80241522,EL0419B0183,4/8/2019 10:40,Dissolved Organic Carbon,5.6,0.5,mg/L as C,0
B9S80241522,EL0419B0183,4/8/2019 10:40,Dissolved Ortho-phosphate,0.082,0.05,mg/L as P,0
B9S80241522,EL0419B0183,4/8/2019 10:40,Pheophytin a,< R.L.,0.5,µg/L,0
B9S80241522,EL0419B0183,4/8/2019 10:40,Total Phosphorus,0.1,0.01,mg/L as P,0
B9S80241522,EL0419B0183,4/8/2019 10:40,Total Kjeldahl Nitrogen,0.4,0.1,mg/L as N,0
B9S80241522,EL0419B0183,4/8/2019 10:40,Field Specific Conductance,578,1,uS/cm@25degC,0
E3S80192049,EL0419B0188,4/8/2019 12:47,Chlorophyll a,1.86,0.5,µg/L,0
E3S80192049,EL0419B0188,4/8/2019 12:47,Dissolved Nitrate + Nitrite,0.39,0.05,mg/L as N,0
E3S80192049,EL0419B0188,4/8/2019 12:47,Dissolved Organic Carbon,5.1,0.5,mg/L as C,0
E3S80192049,EL0419B0188,4/8/2019 12:47,Total Organic Carbon,4.9,0.5,mg/L as C,0
E3S80192049,EL0419B0188,4/8/2019 12:47,Dissolved Ortho-phosphate,0.067,0.05,mg/L as P,0
E3S80192049,EL0419B0188,4/8/2019 12:47,Pheophytin a,1.72,0.5,µg/L,0
E3S80192049,EL0419B0188,4/8/2019 12:47,Total Phosphorus,0.21,0.01,mg/L as P,0
E3S80192049,EL0419B0188,4/8/2019 12:47,Total Kjeldahl Nitrogen,0.6,0.1,mg/L as N,0
E3S80212052,EL0419B0189,4/8/2019 13:44,Chlorophyll a,1.27,0.5,µg/L,0
E3S80212052,EL0419B0189,4/8/2019 13:44,Dissolved Nitrate + Nitrite,0.27,0.05,mg/L as N,0
E3S80212052,EL0419B0189,4/8/2019 13:44,Dissolved Organic Carbon,3.5,0.5,mg/L as C,0
E3S80212052,EL0419B0189,4/8/2019 13:44,Total Organic Carbon,3.3,0.5,mg/L as C,0
E3S80212052,EL0419B0189,4/8/2019 13:44,Dissolved Ortho-phosphate,0.076,0.05,mg/L as P,0
E3S80212052,EL0419B0189,4/8/2019 13:44,Pheophytin a,0.85,0.5,µg/L,0
E3S80212052,EL0419B0189,4/8/2019 13:44,Total Phosphorus,0.13,0.01,mg/L as P,0
E3S80212052,EL0419B0189,4/8/2019 13:44,Total Kjeldahl Nitrogen,0.4,0.1,mg/L as N,0
E3S80212052,EL0419B0189,4/8/2019 13:44,Field Specific Conductance,480.4,1,uS/cm@25degC,0
E3S80462003,EL0419B0187,4/8/2019 14:32,Chlorophyll a,1.63,0.5,µg/L,0
E3S80462003,EL0419B0187,4/8/2019 14:32,Dissolved Nitrate + Nitrite,0.18,0.05,mg/L as N,0
E3S80462003,EL0419B0187,4/8/2019 14:32,Dissolved Organic Carbon,2.2,0.5,mg/L as C,0
E3S80462003,EL0419B0187,4/8/2019 14:32,Total Organic Carbon,2.2,0.5,mg/L as C,0
E3S80462003,EL0419B0187,4/8/2019 14:32,Dissolved Ortho-phosphate,< R.L.,0.05,mg/L as P,0
E3S80462003,EL0419B0187,4/8/2019 14:32,Pheophytin a,< R.L.,0.5,µg/L,0
E3S80462003,EL0419B0187,4/8/2019 14:32,Total Phosphorus,0.06,0.01,mg/L as P,0
E3S80462003,EL0419B0187,4/8/2019 14:32,Total Kjeldahl Nitrogen,0.312,0.1,mg/L as N,0
E3S80462003,EL0419B0187,4/8/2019 14:32,Field Specific Conductance,178.3,1,uS/cm@25degC,0
Blank; Equipment (ID:47718,EL0419B0192,4/8/2019 15:00,Chlorophyll a,< R.L.,0.5,µg/L,0
Blank; Equipment (ID:47718,EL0419B0192,4/8/2019 15:00,Dissolved Nitrate + Nitrite,< R.L.,0.05,mg/L as N,0
Blank; Equipment (ID:47718,EL0419B0192,4/8/2019 15:00,Dissolved Organic Carbon,< R.L.,0.5,mg/L as C,0
Blank; Equipment (ID:47718,EL0419B0192,4/8/2019 15:00,Total Organic Carbon,< R.L.,0.5,mg/L as C,0
Blank; Equipment (ID:47718,EL0419B0192,4/8/2019 15:00,Dissolved Ortho-phosphate,< R.L.,0.05,mg/L as P,0
Blank; Equipment (ID:47718,EL0419B0192,4/8/2019 15:00,Pheophytin a,< R.L.,0.5,µg/L,0
Blank; Equipment (ID:47718,EL0419B0192,4/8/2019 15:00,Total Phosphorus,< R.L.,0.01,mg/L as P,0
Blank; Equipment (ID:47718,EL0419B0192,4/8/2019 15:00,Total Kjeldahl Nitrogen,< R.L.,0.1,mg/L as N,0
E3S80482010,EL0419B0184,4/8/2019 15:57,Chlorophyll a,2.26,0.5,µg/L,0
E3S80482010,EL0419B0184,4/8/2019 15:57,Dissolved Nitrate + Nitrite,0.2,0.05,mg/L as N,0
E3S80482010,EL0419B0184,4/8/2019 15:57,Total Organic Carbon,2.2,0.5,mg/L as C,0
E3S80482010,EL0419B0184,4/8/2019 15:57,Dissolved Organic Carbon,2.4,0.5,mg/L as C,0
E3S80482010,EL0419B0184,4/8/2019 15:57,Dissolved Ortho-phosphate,0.052,0.05,mg/L as P,0
E3S80482010,EL0419B0184,4/8/2019 15:57,Pheophytin a,0.58,0.5,µg/L,0
E3S80482010,EL0419B0184,4/8/2019 15:57,Total Phosphorus,0.062,0.01,mg/L as P,0
E3S80482010,EL0419B0184,4/8/2019 15:57,Total Kjeldahl Nitrogen,0.3,0.1,mg/L as N,0
E3S80482010,EL0419B0184,4/8/2019 15:57,Field Specific Conductance,189.1,1,uS/cm@25degC,0
E3S804102007,EL0419B0185,4/8/2019 16:29,Chlorophyll a,1.8,0.5,µg/L,0
E3S804102007,EL0419B0185,4/8/2019 16:29,Dissolved Nitrate + Nitrite,0.19,0.05,mg/L as N,0
E3S804102007,EL0419B0185,4/8/2019 16:29,Dissolved Organic Carbon,2.4,0.5,mg/L as C,0
E3S804102007,EL0419B0185,4/8/2019 16:29,Total Organic Carbon,2.4,0.5,mg/L as C,0
E3S804102007,EL0419B0185,4/8/2019 16:29,Dissolved Ortho-phosphate,0.051,0.05,mg/L as P,0
E3S804102007,EL0419B0185,4/8/2019 16:29,Pheophytin a,0.7,0.5,µg/L,0
E3S804102007,EL0419B0185,4/8/2019 16:29,Total Phosphorus,0.07,0.01,mg/L as P,0
E3S804102007,EL0419B0185,4/8/2019 16:29,Total Kjeldahl Nitrogen,0.3,0.1,mg/L as N,0
E3S804102007,EL0419B0185,4/8/2019 16:29,Field Specific Conductance,205,1,uS/cm@25degC,0
E3S80462005,EL0419B0186,4/8/2019 17:02,Chlorophyll a,1.83,0.5,µg/L,0
E3S80462005,EL0419B0186,4/8/2019 17:02,Dissolved Nitrate + Nitrite,0.184,0.05,mg/L as N,0
E3S80462005,EL0419B0186,4/8/2019 17:02,Dissolved Organic Carbon,2.3,0.5,mg/L as C,0
E3S80462005,EL0419B0186,4/8/2019 17:02,Dissolved Organic Carbon,2.3,0.5,mg/L as C,0
E3S80462005,EL0419B0186,4/8/2019 17:02,Total Organic Carbon,2.4,0.5,mg/L as C,0
E3S80462005,EL0419B0186,4/8/2019 17:02,Total Organic Carbon,2.4,0.5,mg/L as C,0
E3S80462005,EL0419B0186,4/8/2019 17:02,Dissolved Ortho-phosphate,0.059,0.05,mg/L as P,0
E3S80462005,EL0419B0186,4/8/2019 17:02,Pheophytin a,< R.L.,0.5,µg/L,0
E3S80462005,EL0419B0186,4/8/2019 17:02,Total Phosphorus,0.07,0.01,mg/L as P,0
E3S80462005,EL0419B0186,4/8/2019 17:02,Total Kjeldahl Nitrogen,0.3,0.1,mg/L as N,0
E3S80462005,EL0419B0186,4/8/2019 17:02,Field Specific Conductance,208.5,1,uS/cm@25degC,0
E3S81191549,EL0419B0171,4/9/2019 9:40,Chlorophyll a,9.93,0.5,µg/L,0
E3S81191549,EL0419B0171,4/9/2019 9:40,Dissolved Nitrate + Nitrite,0.33,0.05,mg/L as N,0
E3S81191549,EL0419B0171,4/9/2019 9:40,Dissolved Organic Carbon,12.5,0.5,mg/L as C,0
E3S81191549,EL0419B0171,4/9/2019 9:40,Total Organic Carbon,11.7,0.5,mg/L as C,0
E3S81191549,EL0419B0171,4/9/2019 9:40,Dissolved Ortho-phosphate,0.063,0.05,mg/L as P,0
E3S81191549,EL0419B0171,4/9/2019 9:40,Pheophytin a,2.79,0.5,µg/L,0
E3S81191549,EL0419B0171,4/9/2019 9:40,Total Phosphorus,0.245,0.01,mg/L as P,0
E3S81191549,EL0419B0171,4/9/2019 9:40,Total Kjeldahl Nitrogen,1.22,0.1,mg/L as N,0
E3S81191549,EL0419B0171,4/9/2019 9:40,Field Specific Conductance,2148,1,uS/cm@25degC,0
E3S811101550,EL0419B0172,4/9/2019 10:45,Chlorophyll a,16.8,0.5,µg/L,0
