"","SubRegion","Month","Year","Microcystis","Secchi","DissNitrateNitrite","DissAmmonia","pH","Chl","Conductivity","Temperature","DissolvedOxygen","TurbidityNTU","TKN","TON","Salinity","DissOrthophos","TotPhos"
"2229","San Pablo Bay",9,2012,1,70.1818181818182,0.32834288,0.034561025,7.99666666666667,2.69333333333333,38219.3333333333,18.4937931034483,7.56666666666667,13.0952380952381,0.4,NA,24.6287982291072,0.08958048,0.13
"2230","San Pablo Bay",9,2013,1,70.9583333333333,0.404932425,0.0699612225,8.1,4.06285714285714,38765.9583333333,20.7562068965517,7.78333333333333,14.0904761904762,0.4,NA,24.8542624956927,0.108795245,0.13
"2231","San Pablo Bay",9,2014,1,94.0833333333333,0.28998496,0.0292521225,7.95,3.58285714285714,42070.4166666667,20.8237931034483,6.81666666666667,11.1619047619048,0.45,NA,27.0124421376295,0.10719119,0.115
"2232","San Pablo Bay",9,2015,1,54.9,0.243313303333333,0.0383391666666667,7.91666666666667,2.74,39927,20.7757142857143,7.125,62.7142857142857,0.45,NA,26.0281937545699,0.0807675066666667,0.115
"2233","San Pablo Bay",9,2016,1,102.625,0.313480455,0.05399449,7.85,2.19666666666667,36038.625,19.7089285714286,7.62142857142857,8.37619047619048,0.6,NA,23.0421870758557,0.10223535,0.215
"2234","San Pablo Bay",9,2017,1,69.5833333333333,0.284800374,0.091785882,7.84666666666667,2.3775,34330.4166666667,20.8748275862069,7.545,19.4857142857143,0.233333333333333,NA,21.4308135402747,0.094115684,0.103333333333333
"2235","San Pablo Bay",9,2018,1,71.5416666666667,0.325787864,0.062820404,7.80333333333333,3.28375,39756.0833333333,18.5334482758621,7.65375,11.7857142857143,0.250333333333333,NA,25.3358406615519,0.099667892,0.110666666666667
"2236","San Pablo Bay",9,2019,1,63.8333333333333,0.23198557,0.073410396,7.64666666666667,2.395,32404.2083333333,20.8103448275862,7.52125,14.0190476190476,0.261666666666667,NA,19.8405760351757,0.102351136,0.0986666666666667
"2237","San Pablo Bay",9,2020,1,124.166666666667,0.199203784,0.081594788,7.88,6.58714285714286,38808,19.7260714285714,7.14714285714286,6.37142857142857,0.3,NA,24.879345225899,0.092687372,0.104333333333333
"2238","San Pablo Bay",9,2021,1,94.6666666666667,0.184790678,0.036611304,7.93,6.15875,37734.5416666667,18.8534482758621,7.56375,11.847619047619,0.233,NA,24.5333452465031,0.094795296,0.11
"2239","San Pablo Bay",9,2022,1,100.833333333333,0.155,0.05,7.74666666666667,5.33,41515.2083333333,21.29375,7.37333333333333,7.74428571428571,0.242333333333333,NA,26.6185338146728,0.110333333333333,0.138
"2240","San Pablo Bay",10,2007,1,72.7916666666667,0.299384655,0.0488894375,NA,5.28142857142857,39052.875,17.4703448275862,8.06666666666667,18.6666666666667,0.4,NA,25.0954435095613,0.070210845,0.1
"2241","San Pablo Bay",10,2008,1,105.416666666667,0.2962680975,0.0538131475,NA,3.56125,39079.5416666667,18.9951724137931,7.53333333333333,12.3333333333333,0.5,NA,25.4501938368764,0.084679995,0.11
"2242","San Pablo Bay",10,2009,1,90.4761904761905,0.2866795575,0.0796260525,7.94,4.12571428571429,38688.8333333333,16.7672413793103,7.33333333333333,13.10125,0.5,NA,24.5651406301195,0.076449805,0.16
"2243","San Pablo Bay",10,2010,1,94,0.3275799975,0.0723849325,7.92,3.15571428571429,35814.5416666667,17.9637931034483,7.03333333333333,9.35875,0.3,NA,23.0294200709785,0.08179282,0.115
"2244","San Pablo Bay",10,2011,1,90.8333333333333,0.20689467,0.044000745,8.12,5.12714285714286,30825.7916666667,18.4989655172414,7.83333333333333,12.9238095238095,0.35,NA,18.9369007404663,0.06873958,0.105
"2245","San Pablo Bay",10,2012,1,80.625,0.323790605,0.04787393,7.92333333333333,2.16571428571429,37026.9583333333,18.3586206896552,7.55,10.5428571428571,0.3,NA,23.5997469711745,0.09112918,0.13
"2246","San Pablo Bay",10,2013,1,72.375,0.3727988525,0.0697998925,7.82,3.02,38537.9166666667,17.6913793103448,7.25,11.3285714285714,0.35,NA,24.8889454525285,0.097755315,0.14
"2247","San Pablo Bay",10,2014,1,95.7083333333333,0.2710279825,0.038020255,8.06666666666667,3.84714285714286,41598.375,20.4603448275862,6.65,6.55714285714286,0.6,NA,26.7378199680066,0.104281935,0.13
"2248","San Pablo Bay",10,2015,1,107.333333333333,0.2524837125,0.027977735,8,2.89857142857143,41458.4583333333,19.3055172413793,7.24,8.63809523809524,0.6,NA,26.4875674631011,0.08803178,0.12
"2249","San Pablo Bay",10,2016,1,82,0.2972335825,0.0752838825,7.85666666666667,2.19714285714286,38257.0526315789,17.2681395348837,7.62625,14.0628571428571,0.5,NA,24.3709970799507,0.104060515,0.195
"2250","San Pablo Bay",10,2017,1,103.866666666667,0.30879537,0.086989486,7.81333333333333,1.72625,35787.4666666667,17.12,7.47375,8.4,0.266666666666667,NA,22.7082434952461,0.08976166,0.1
"2251","San Pablo Bay",10,2018,1,102.933333333333,0.282405676,0.049805898,7.73666666666667,4.48875,39294.5333333333,17.6948,7.67375,8.82857142857143,0.246666666666667,NA,25.140233934712,0.091248412,0.104
"2252","San Pablo Bay",10,2019,1,133.458333333333,3.393594774,0.150787386,7.90666666666667,3.47375,31929.5,17.5437931034483,7.79625,8.34285714285714,0.136666666666667,NA,20.299835504096,0.082708544,0.0863333333333333
"2253","San Pablo Bay",10,2020,1,111.208333333333,0.229604782,0.042802398,7.98333333333333,4.33857142857143,38757,19.7082142857143,7.40428571428571,5.7,0.2,NA,24.9562921771405,0.09451036,0.106666666666667
"2254","San Pablo Bay",10,2021,1,99.5,0.20320368,0.067380684,7.78333333333333,5.76875,39912.3333333333,18.6689655172414,7.65875,8.61428571428571,0.465,NA,24.8300437806568,0.099283864,0.137
"2255","San Pablo Bay",10,2022,1,91.6666666666667,0.200333333333333,0.0836666666666667,7.90666666666667,4.63,43054.25,19.6066666666667,7.51,10.8809523809524,0.175333333333333,NA,27.7111231770826,0.108,0.138
"2256","San Pablo Bay",11,2007,1,91.8333333333333,0.3716757975,0.059140815,NA,5.67285714285714,39899.2916666667,15.4013793103448,8,18,0.4,NA,25.4212324955148,0.05756686,0.1
"2257","San Pablo Bay",11,2008,1,86.75,0.3967420725,0.0875737775,NA,3.61428571428571,40653.8333333333,15.428275862069,7.86666666666667,11.6666666666667,0.4,NA,25.7426191522632,0.08070873,0.11
"2258","San Pablo Bay",11,2009,1,83.75,0.33026134,0.089149565,7.68,3,39937.4583333333,15.3644827586207,7.43333333333333,11.94,0.35,NA,25.3559021664726,0.07745646,0.095
"2259","San Pablo Bay",11,2010,1,92.2083333333333,0.335,0.1,8,2.62,35556.8333333333,15.4166666666667,7.46666666666667,10.545,0.35,NA,22.4165062004366,0.065,0.105
"2260","San Pablo Bay",11,2011,1,101.958333333333,0.2647823575,0.097791385,7.94666666666667,2.31857142857143,32253.4583333333,14.3475862068966,8.08333333333333,7.47619047619048,0.35,NA,20.6190811109467,0.073949805,0.14
"2261","San Pablo Bay",11,2012,1,101.583333333333,0.2918921575,0.077846415,7.91333333333333,2.48285714285714,37640.2916666667,16.9303448275862,7.45,9.11428571428571,0.5,NA,23.9043509280705,0.07570873,0.11
"2262","San Pablo Bay",11,2013,1,74.625,0.424882385,0.0851713275,7.99,2.65666666666667,40065.2083333333,14.3982142857143,8.03333333333333,12.7333333333333,0.5,NA,25.7015045065098,0.108286475,0.145
"2263","San Pablo Bay",11,2014,1,84.4347826086957,0.307975205,0.05175337,8,1.83285714285714,41210.5,16.7872413793103,7.88333333333333,12.2571428571429,0.35,NA,26.5004488462516,0.09579736,0.1
"2264","San Pablo Bay",11,2015,1,87.9722222222222,0.29366848,0.05035684,7.85666666666667,2.0225,41199.1944444444,15.7581578947368,7.625,10.8909090909091,0.6,NA,26.3749293505055,0.0865049533333333,0.105
"2265","San Pablo Bay",11,2016,1,77.0322580645161,0.2325012125,0.07697848,7.81333333333333,2.48142857142857,36667.5161290323,15.05,7.93875,13.1714285714286,0.7,NA,23.3546697175695,0.090144605,0.2
"2266","San Pablo Bay",11,2017,1.125,98.8333333333333,0.330017978,0.122789382,7.83666666666667,2.02375,35553.375,14.2579310344828,7.82375,9.97142857142857,0.4,NA,22.6992560960081,0.08838114,0.103333333333333
"2267","San Pablo Bay",11,2018,1,76,0.33474546,0.08123911,7.73,3.37571428571429,42988,13.77,7.71571428571429,NA,0.2635,NA,26.1977537270849,0.0874123,0.0885
"2268","San Pablo Bay",11,2019,1,113,3.408021984,0.147209592,7.75666666666667,2.73625,34337,14.9248275862069,7.74375,6.50952380952381,0.33,NA,21.9303538786691,0.080866076,0.0706666666666667
"2269","San Pablo Bay",11,2020,1,106.368421052632,0.224591974,0.095009994,7.92,3.39,39912.7368421053,14.929756097561,7.90333333333333,6.19428571428571,0.3,NA,25.5944869957608,0.088143996,0.110666666666667
"2270","San Pablo Bay",11,2021,1,77.75,0.255779866,0.091977482,7.77666666666667,4.175,31043,16.0434482758621,7.645,15.6666666666667,0.269,NA,20.3346088955004,0.085147504,0.112666666666667
"2271","San Pablo Bay",11,2022,1,58.7083333333333,0.286333333333333,0.0996666666666667,7.71,2.57666666666667,40831.5,15.0475,8.54666666666667,18.4095238095238,0.153,NA,26.1340244136014,0.0956666666666667,0.119666666666667
"2272","San Pablo Bay",12,2007,1,81.75,0.3935667425,0.08235617,NA,4.46833333333333,38872.2083333333,12.0882142857143,8.96666666666667,20,0.4,NA,25.0055794051034,0.06546523,0.09
"2273","San Pablo Bay",12,2008,1,100.260869565217,0.4118333675,0.0872936375,NA,2.75285714285714,39153.5833333333,12.771724137931,8.2,12,0.45,NA,25.0683183770332,0.079879025,0.085
"2274","San Pablo Bay",12,2009,1,78.9130434782609,0.37620806,0.10160079,7.815,3.18714285714286,41778.3913043478,11.9132142857143,8.45,12.0465217391304,0.6,NA,26.693484663489,0.071759545,0.12
"2275","San Pablo Bay",12,2010,1,73.4166666666667,0.3882828425,0.130019995,7.94666666666667,2.66857142857143,33845.4583333333,11.2058620689655,8.6,14.6566666666667,0.45,NA,21.1362485349118,0.069104675,0.11
"2276","San Pablo Bay",12,2011,1,89,0.2983416325,0.12060779,7.87333333333333,1.335,33156.7916666667,10.8188461538462,8.73333333333333,14.252380952381,0.35,NA,21.1083774019314,0.06920419,0.12
"2277","San Pablo Bay",12,2012,1,72.5,0.372449925,0.098135305,7.9,2.99857142857143,28796,14.0489655172414,8,10.547619047619,0.4,NA,17.5859688989431,0.076461,0.105
"2278","San Pablo Bay",12,2013,1,65.2916666666667,0.3764469275,0.1038981875,8,3.1,41539,12.2058620689655,8.8,50.5095238095238,0.5,NA,27.0358539081673,0.084193305,0.14
"2279","San Pablo Bay",12,2014,1,72.0416666666667,0.3984929475,0.0892546175,7.78,1.7025,39524.4583333333,14.6137931034483,8.2875,16.0238095238095,0.7,NA,24.752833183317,0.09079736,0.14
"2280","San Pablo Bay",12,2015,1,77,0.319011146666667,0.0886693233333333,7.8,1.94166666666667,39861.6666666667,11.44375,8.425,14.4444444444444,0.65,NA,24.8535359292915,0.08691794,0.115
"2281","San Pablo Bay",12,2016,1,68,0.342508715,0.094752365,7.75,1.95571428571429,37552,12.21375,8.31125,NA,0.55,NA,24.7538950778475,0.084392335,0.31
"2282","San Pablo Bay",12,2017,1,85.3333333333333,0.34039817,0.121992986,7.89333333333333,1.84125,37721.3333333333,12.4875,8.31625,NA,0.333333333333333,NA,23.8164775488023,0.083841272,0.1
"2283","San Pablo Bay",12,2018,1,69.625,0.314182666,0.131591482,7.76333333333333,2.18625,37776.375,12.6196551724138,8.3225,23.6666666666667,0.246666666666667,NA,24.3095156756096,0.077402312,0.0876666666666667
"2284","San Pablo Bay",12,2019,1,82.8333333333333,0.15,0.236666666666667,7.82333333333333,2.90125,35607.4166666667,12.4096551724138,8.8025,18.2619047619048,0.236666666666667,NA,21.9308110723146,0.068,0.037
"2285","San Pablo Bay",12,2020,1,100.285714285714,0.28952469,0.10799397,NA,3.775,34339.1428571429,11.9545454545455,8.55,6.62857142857143,NA,NA,23.4703956631306,0.08037753,NA
"2286","San Pablo Bay",12,2021,1,82.125,0.358197768,0.108603396,7.8,2.7625,33215,13.8262068965517,8.1425,13.6142857142857,0.311,NA,21.6759537858019,0.08059348,0.099
"2287","San Pablo Bay",12,2022,1,71.2083333333333,0.280333333333333,0.116,7.81,2.37,41482.125,11.4166666666667,9.79666666666667,13.7666666666667,0.147,NA,26.5908354696136,0.082,0.110333333333333
"2288","Steamboat and Miner Slough",1,2018,1,NA,0.58,0.21,7.55,3.44,209.4,11.57,9.065,NA,0.5,NA,0.0986548628432987,0.08,0.1
"2289","Steamboat and Miner Slough",1,2022,1,NA,0.436,0.05,NA,0.545,NA,NA,NA,NA,0.202,NA,NA,0.05,0.043
"2290","Steamboat and Miner Slough",2,2018,1,NA,0.24,0.335,7.69,1.165,198.725,12.2275,9.645,NA,0.55,NA,0.0935210799343676,0.07,0.075
"2291","Steamboat and Miner Slough",2,2022,1,NA,0.2315,0.05,NA,0.735,NA,NA,NA,NA,0.178,NA,NA,0.05,0.036
"2292","Steamboat and Miner Slough",3,2018,1,79.25,0.19,0.32,7.6,1.95,176.6,13.4783333333333,9,NA,0.5,NA,0.0829166978064656,0.07,0.07
"2293","Steamboat and Miner Slough",3,2022,1,155,0.173,0.05,NA,1.27,181.5,15.8,NA,NA,0.18,NA,0.0852578895372591,0.05,0.039
"2294","Steamboat and Miner Slough",4,2018,1,95,0.155,0.21,7.5875,2.49,142.914285714286,16.6621428571429,9.1375,NA,0.45,NA,0.0667666018582278,0.05,0.06
"2295","Steamboat and Miner Slough",4,2022,1,197.5,0.213,0.05,NA,0.52,154,17.625,NA,NA,0.1785,NA,0.072073295763192,0.05,0.043
"2296","Steamboat and Miner Slough",5,2018,1,132.5,0.16,0.37,7.41,1.105,144.8,20.075,7.825,NA,0.5,NA,0.0676670988166002,0.06,0.06
"2297","Steamboat and Miner Slough",5,2021,1,200,0.216,0.05,7.405,0.685,154.32,20.6344,8.265,NA,0.134,NA,0.0722274291197893,0.0615,0.057
"2298","Steamboat and Miner Slough",6,2021,1,184.5,0.148,0.05,7.79,1.655,161.5,24.6163333333333,7.79,NA,0.119,NA,0.0756667447884699,0.05,0.0235
"2299","Steamboat and Miner Slough",6,2022,1.5,181.428571428571,0.207,0.05,NA,0.75,127.428571428571,24.1285714285714,NA,NA,0.1,NA,0.0593493356678396,0.0785,0.0405
"2300","Steamboat and Miner Slough",7,2018,1,NA,0.14,0.24,7.445,0.93,117.9,22.125,8.035,NA,0.3,NA,0.0547869419733613,0.06,0.06
"2301","Steamboat and Miner Slough",7,2021,2.5,200,0.1055,0.05,7.74,1.41,205.575,24.34875,7.825,NA,0.18,NA,0.0968810095780635,0.0615,0.089
"2302","Steamboat and Miner Slough",7,2022,1,NA,0.0915,0.05,NA,0.976666666666667,NA,NA,NA,NA,0.1205,NA,NA,0.05,0.031
"2303","Steamboat and Miner Slough",8,2021,1,NA,0.1515,0.05,7.64,1.14,156.5,23.09,7.87,NA,0.1285,NA,0.0732704803566602,0.0965,0.0555
"2304","Steamboat and Miner Slough",8,2022,1,NA,0.0985,0.05,NA,0.9,NA,NA,NA,NA,0.174,NA,NA,0.05,0.04
"2305","Steamboat and Miner Slough",9,2015,1,175,0.295,0.2925,7.3225,1.8225,201.14,22.16,7.1675,3.554,0.625,NA,0.0947036881936547,0.065,0.1025
"2306","Steamboat and Miner Slough",9,2016,1,123,0.19,0.29,7.715,1.005,162.433333333333,20.2333333333333,7.895,4.7,0.6,NA,0.0761130936469136,0.07,0.07
"2307","Steamboat and Miner Slough",9,2017,1,130,0.12,0.19,7.36,1.42,132.666666666667,20.1066666666667,8.315,6.9,0.3,NA,0.0618574304234505,0.06,0.06
"2308","Steamboat and Miner Slough",9,2021,1,200,0.1,0.05,7.58,0.955,199.233333333333,22.8506666666667,7.49,2.7,0.1315,NA,0.0937661604116399,0.052,0.043
"2309","Steamboat and Miner Slough",9,2022,1,353,0.114,0.05,NA,0.665,133,22.2,NA,1.6,0.123,NA,0.0620170394211866,0.05,0.033
"2310","Steamboat and Miner Slough",10,2015,2,180,0.36,0.165,7.485,1.8,198.566666666667,20.7333333333333,7.125,3.28666666666667,0.4,NA,0.09344698014843,0.075,0.095
"2311","Steamboat and Miner Slough",10,2016,1,234,0.23,0.25,7.7,0.985,137.3,17.2333333333333,9.035,2.68333333333333,0.5,NA,0.0640759109997549,0.06,0.06
"2312","Steamboat and Miner Slough",10,2017,1,186,0.135,0.245,7.515,1.4625,114.48,15.964,9.11,3.2,0.4,NA,0.0531480660181686,0.055,0.06
"2313","Steamboat and Miner Slough",10,2018,1.33333333333333,295,0.146,0.88,7.52333333333333,0.665,145.225,18.3225,8.48,3,NA,NA,0.0678707959635738,0.122,NA
"2314","Steamboat and Miner Slough",10,2021,1,202,0.1935,0.05,7.69,0.515,155.033333333333,16.2653333333333,9.28,4.2,0.1,NA,0.0725679661681012,0.05,0.0255
"2315","Steamboat and Miner Slough",10,2022,1,244,0.2225,0.05,NA,0.5,164,20.3,NA,1.7,0.114,NA,0.0768637513938184,0.05,0.031
"2316","Steamboat and Miner Slough",11,2015,1,220,0.53,0.3575,7.6825,1.23,187.28,13.78,8.625,3.552,0.85,NA,0.0880289992703841,0.0675,0.1
"2317","Steamboat and Miner Slough",11,2016,1,180,0.36,0.62,7.67,0.725,209.166666666667,15.8,8.225,3.66333333333333,1,NA,0.0985587505458926,0.09,0.1
"2318","Steamboat and Miner Slough",11,2017,1,244,0.25,0.58,7.465,0.935,154.1,14.2366666666667,8.785,3.5,0.9,NA,0.0721214312214359,0.1,0.1
"2319","Steamboat and Miner Slough",11,2021,1,99,0.4755,0.05,7.62,0.71,226.1,13.313,9.525,10.3,0.3115,NA,0.10670989198501,0.075,0.0735
"2320","Steamboat and Miner Slough",11,2022,1,200,0.2545,0.05,NA,0.61,155,12.6,NA,2.3,0.16,NA,0.0725519589829229,0.079,0.074
"2321","Steamboat and Miner Slough",12,2015,1,161,0.41,0.3,7.71,1.315,248.633333333333,10.2666666666667,9.565,6.46,0.6,NA,0.117671420666377,0.045,0.095
"2322","Steamboat and Miner Slough",12,2016,1,21,0.255,0.205,8.02666666666667,1.01,192.2,9.95,9.94666666666667,34.02,0.375,NA,0.0904461872698354,0.055,0.0875
"2323","Steamboat and Miner Slough",12,2017,1,143,0.22,0.3,7.5725,1.7925,166.72,9.612,10.2875,6.4,0.6,NA,0.0781676063239737,0.07,0.08
"2324","Steamboat and Miner Slough",12,2022,1,66,0.6995,0.05,NA,1.005,159,9.8,NA,12.6,0.422,NA,0.0744681050100498,0.0605,0.08
"2325","Suisun Marsh",1,2018,1,34,0.73,0.23,7.43,1.645,7402,10.63,8.56,NA,0.85,NA,4.07698208927685,0.095,0.155
"2326","Suisun Marsh",1,2019,1,30,0.695,0.2215,7.775,1.235,6804,10.335,9.75,NA,0.65,NA,3.72753874921179,0.096,0.155
"2327","Suisun Marsh",1,2020,1,26,0.51,0.165,7.645,1.785,5308.5,9.66,9.875,NA,0.615,NA,2.8567392137039,0.059,0.046
"2328","Suisun Marsh",1,2022,1,20,0.861,0.139666666666667,7.46,4.70666666666667,3239,9.805,9.675,NA,0.7875,NA,1.69034304768108,0.083,0.1475
"2329","Suisun Marsh",2,2017,1,22,0.405,0.085,7.435,3.11,612,12.52,8.925,NA,0.65,NA,0.296258102697873,0.095,0.235
"2330","Suisun Marsh",2,2018,1,32,1.0975,0.16,7.5,4.9275,6739,13.005,8.55,NA,0.85,NA,3.6875274272505,0.16,0.135
"2331","Suisun Marsh",2,2019,1,16,0.657333333333333,0.0863333333333333,7.5,2.93666666666667,962.5,9.68,9.91,NA,0.8,NA,0.474171252145349,0.143333333333333,0.2075
"2332","Suisun Marsh",2,2020,1,32,0.6975,0.1275,7.795,3.7575,4602.5,12.625,9.485,NA,0.305,NA,2.45437494995989,0.1315,0.14
"2333","Suisun Marsh",2,2022,1,26,0.602,0.0733333333333333,7.78,5.98666666666667,10332.5,12.77,10.11,NA,0.6165,NA,5.82959318464777,0.0636666666666667,0.1465
"2334","Suisun Marsh",3,2017,1,24.25,0.31,0.075,7.475,6.915,655.625,13.56125,9.135,NA,0.7,NA,0.31869806169789,0.08,0.155
"2335","Suisun Marsh",3,2018,1,30.25,0.76,0.15,7.795,4.96,2498.25,13.27,9.085,NA,0.6,NA,1.30209835606569,0.07,0.125
"2336","Suisun Marsh",3,2019,1,24.5,0.395,0.09,7.385,3.005,667.125,12.86125,8.81,NA,0.711,NA,0.324637608977461,0.082,0.1635
"2337","Suisun Marsh",3,2020,1,33.2,0.415,0.13,7.63,5.575,4937.8,13.098,9.37,NA,0.325,NA,2.65944250605233,0.0705,0.0855
"2338","Suisun Marsh",3,2021,1,36.4,0.9806,0.1116,7.84,5.5,5567.2,13.088,9.53,NA,0.5295,NA,3.02874395226382,0.1216,0.121
"2339","Suisun Marsh",3,2022,1,19.4,0.434666666666667,0.0546666666666667,7.91,6.5,5804.4,15.054,10.06,NA,0.522,NA,3.1678869220021,0.0783333333333333,0.1675
"2340","Suisun Marsh",4,2017,1,31.875,0.32,0.1,7.455,8.93,724.75,15.4775,7.96,NA,0.8,NA,0.353721750945528,0.085,0.155
"2341","Suisun Marsh",4,2018,1,28.875,1.07333333333333,0.163333333333333,7.515,3.49,1494.25,16.85,7.55,NA,1.05,NA,0.755549403230129,0.142666666666667,0.185
"2342","Suisun Marsh",4,2019,1,34.125,0.686666666666667,0.081,7.635,4.61666666666667,810.375,16.34875,8.68,NA,0.55,NA,0.396547940877739,0.207333333333333,0.15
"2343","Suisun Marsh",4,2021,1,36.75,0.54,0.0606666666666667,8,13.08,4279.625,15.9275,9.645,NA,0.5225,NA,2.28843661642269,0.101666666666667,0.125
"2344","Suisun Marsh",4,2022,1,25.125,0.47,0.105,7.65,3.37666666666667,5574.75,16.32,8.305,NA,0.613,NA,3.01703521725196,0.0776666666666667,0.1845
"2345","Suisun Marsh",5,2017,1,28.375,0.22,0.08,7.755,12.055,699.75,20.335,8.1,NA,0.6,NA,0.340415974904353,0.08,0.16
"2346","Suisun Marsh",5,2018,1,22.5,0.93,0.07,7.78,11.66,2804.375,19.44625,8.545,NA,0.8,NA,1.46624890757577,0.179,0.195
"2347","Suisun Marsh",5,2019,1,28.625,0.569666666666667,0.0866666666666667,7.755,1.72333333333333,905.125,17.18375,8.55,NA,0.6475,NA,0.444360863194328,0.232333333333333,0.1875
"2348","Suisun Marsh",5,2021,1,44,0.556333333333333,0.117333333333333,7.81,5.79333333333333,8821.5,18.9425,7.765,NA,0.5565,NA,4.92393933337793,0.120333333333333,0.129
"2349","Suisun Marsh",5,2022,1,27,0.557333333333333,0.093,7.75,3.67333333333333,6664.875,18.015,7.865,NA,0.471,NA,3.66401671930441,0.130666666666667,0.185
"2350","Suisun Marsh",6,2017,1,33.2142857142857,0.365,0.04,7.665,8.5,1140.85714285714,21.9085714285714,7.395,64.8833333333333,0.7,NA,0.569619978091066,0.115,0.225
"2351","Suisun Marsh",6,2018,1,30.3571428571429,0.896666666666667,0.0766666666666667,7.81,3.01,6927.71428571429,21.275,8.205,59.7666666666667,0.5,NA,3.80626639229835,0.208333333333333,0.165
"2352","Suisun Marsh",6,2019,1,26.2857142857143,0.345,0.0565,7.74,6.585,681.428571428571,21.8378571428571,6.875,51.8,0.7,NA,0.33236902395251,0.119,0.2
"2353","Suisun Marsh",6,2020,1,38.75,0.46,0.11,7.805,4.145,7448.625,21.8625,7.595,23.8,0.65,NA,4.11562548045926,0.121,0.1545
"2354","Suisun Marsh",6,2021,1,36.2142857142857,0.5395,0.066,7.97,4.14,13599.2142857143,20.1035714285714,8.085,27.8333333333333,0.421,NA,7.86255696155558,0.115,0.146
"2355","Suisun Marsh",6,2022,1,45.9411764705882,0.335666666666667,0.0603333333333333,8.03,6.13,12378.5882352941,20.9229411764706,7.915,22.1666666666667,0.4235,NA,7.10684769561669,0.111666666666667,0.1365
"2356","Suisun Marsh",7,2018,1.25,42.1818181818182,0.8445,0.095,7.805,3.435,9800.72727272727,22.0390909090909,7.895,40.9666666666667,0.4,NA,5.51602363223053,0.253,0.145
"2357","Suisun Marsh",7,2019,1,40.5454545454545,0.375,0.0515,7.785,6.695,2799.63636363636,21.9354545454545,8.195,41.5666666666667,0.38,NA,1.47495815480152,0.1175,0.17
"2358","Suisun Marsh",7,2020,1.81818181818182,45.1428571428571,0.3855,0.06,7.85,2.81,10344.2857142857,21.7171428571429,7.92,17.7555555555556,0.45,NA,5.85032355147584,0.12,0.139
"2359","Suisun Marsh",7,2021,1,51.2727272727273,0.498333333333333,0.102666666666667,7.83,5.09333333333333,11830.0909090909,20.9627272727273,7.88,22.7833333333333,0.3695,NA,6.92674706690796,0.159666666666667,0.1425
"2360","Suisun Marsh",7,2022,1,37.75,0.1855,0.0715,7.93,1.745,15534.125,21.2725,7.875,21.4833333333333,0.4175,NA,9.06792177669106,0.104,0.1465
"2361","Suisun Marsh",8,2017,1,37,0.42,0.04,8.02,4.355,7596.25,21.2075,7.98,42.9666666666667,0.3,NA,4.20039831874561,0.125,0.135
"2362","Suisun Marsh",8,2018,1.25,41.625,0.504777777777778,0.181444444444444,7.81,2.6475,6156.75,20.79375,7.955,28.8166666666667,0.45,NA,3.35883057928707,0.160222222222222,0.127
"2363","Suisun Marsh",8,2019,1.25,39.5,0.566666666666667,0.0666666666666667,7.735,9.19,6985.875,22.9325,7.955,26.4,0.4345,NA,3.87527626433326,0.250333333333333,0.13
"2364","Suisun Marsh",8,2020,1.625,50.75,0.593333333333333,0.106666666666667,7.76,5.62333333333333,14096.875,22.42375,7.495,17.7166666666667,0.4235,NA,8.16509656735071,0.200333333333333,0.141
"2365","Suisun Marsh",8,2021,1,36.875,0.28075,0.0666666666666667,7.885,10.1866666666667,17121.875,20.92875,7.69,18.2833333333333,0.33,NA,10.0827667687585,0.117333333333333,0.1325
"2366","Suisun Marsh",8,2022,1,42.375,0.3555,0.05,7.93,3.19666666666667,15564.125,21.47,7.665,28.3666666666667,0.371,NA,9.0921084242427,0.114,0.166
"2367","Suisun Marsh",9,2017,1.4,36.6,0.34,0.06,7.67,3.625,7114.8,22.652,8.005,33.5,0.35,NA,3.94273489243592,0.11,0.13
"2368","Suisun Marsh",9,2018,1,44.6,0.646352941176471,0.0892352941176471,7.765,10.337,9757.2,20.36,8.655,33.5,0.5,NA,5.52074743826667,0.249,0.1755
"2369","Suisun Marsh",9,2019,1.33333333333333,38,0.398666666666667,0.055,7.56,3.79666666666667,5373.83333333333,21.3983333333333,7.85,26.175,0.42,NA,2.94829549157491,0.152333333333333,0.1245
"2370","Suisun Marsh",9,2020,2.6,37.4,0.314666666666667,0.0766666666666667,7.65,4.92333333333333,10824,20.51,7.6,32.0333333333333,0.4,NA,6.140225028697,0.105,0.129
"2371","Suisun Marsh",9,2021,1.4,51,0.177666666666667,0.0666666666666667,7.76,3.4,12026.8,21.058,7.695,17.7,0.3595,NA,6.8795521821339,0.0896666666666667,0.1395
"2372","Suisun Marsh",9,2022,1,36,0.2125,0.0515,7.38,2.235,12807.6,20.358,7.225,21.8333333333333,0.3035,NA,7.37356094099173,0.0725,0.1145
"2373","Suisun Marsh",10,2017,1,37.8,0.425,0.115,7.58,2.49,8036.8,18.33,8.04,38.0666666666667,0.45,NA,4.49619607299113,0.1,0.105
"2374","Suisun Marsh",10,2018,1,45,0.405,0.18,7.555,3.13,14883.2,19.066,7.595,16.2666666666667,0.5875,NA,8.66137441328826,0.1155,0.157
"2375","Suisun Marsh",10,2019,1.5,43,0.828666666666667,0.0933333333333333,7.625,2.62,8191,18.37,8.155,34.7,0.205,NA,4.54269438126649,0.0886666666666667,0.105
