LongStationName,ShortStationName,StationNumber,SampleCode,CollectionDate,Analyte,CASReg_Number,Result,RptLimit,Units,Method,Depth,Matrix,SampleType,ParentSample,Description,Notes
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0920B0637,09/14/2020 11:20,Dissolved Calcium,7440-70-2,13,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0920B0637,09/14/2020 11:20,Dissolved Chloride,16887-00-6,24,1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0920B0637,09/14/2020 11:20,Dissolved Chloride,16887-00-6,24,1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0920B0637,09/14/2020 11:20,Chlorophyll a,479-61-8,<0.5,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0920B0637,09/14/2020 11:20,Specific Conductance,0,278,1,uS/cm@25 °C,Std Method 2510-B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0920B0637,09/14/2020 11:20,Specific Conductance,0,278,1,uS/cm@25 °C,Std Method 2510-B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0920B0637,09/14/2020 11:20,Dissolved Hardness,0,51,1,mg/L as CaCO3,Std Method 2340 B (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0920B0637,09/14/2020 11:20,Dissolved Magnesium,7439-95-4,4.5,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0920B0637,09/14/2020 11:20,Dissolved Nitrate + Nitrite,NO3+NO2,1.29,0.05,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0920B0637,09/14/2020 11:20,Dissolved Organic Carbon,7440-44-0,5.7,0.5,mg/L as C,EPA 415.3 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Matrix Spike
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0920B0637,09/14/2020 11:20,Total Organic Carbon,7440-44-0,6,0.5,mg/L as C,EPA 415.3 (T) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Matrix Spike
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0920B0637,09/14/2020 11:20,Dissolved ortho-Phosphate,14265-44-2,1.4,0.05,mg/L as P,EPA 365.1 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0920B0637,09/14/2020 11:20,Pheophytin a,0,1.4,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0920B0637,09/14/2020 11:20,Total Phosphorus,7723-14-0,1.5,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0920B0637,09/14/2020 11:20,Dissolved Potassium,7440-09-7,5.75,0.5,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0920B0637,09/14/2020 11:20,Dissolved Silica (SiO2),14808-60-7,17,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0920B0637,09/14/2020 11:20,Dissolved Sodium,7440-23-5,33.5,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0920B0637,09/14/2020 11:20,Total Dissolved Solids,0,171,1,mg/L,Std Method 2540 C [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0920B0637,09/14/2020 11:20,Total Dissolved Solids,0,170,1,mg/L,Std Method 2540 C [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0920B0637,09/14/2020 11:20,Total Suspended Solids,0,3.1,2.5,mg/L,EPA 160.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0920B0637,09/14/2020 11:20,Volatile Suspended Solids,0,<2.5,2.5,mg/L,EPA 160.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0920B0637,09/14/2020 11:20,Dissolved Sulfate,14808-79-8,11,1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0920B0637,09/14/2020 11:20,Dissolved Sulfate,14808-79-8,11,1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0920B0637,09/14/2020 11:20,Total Kjeldahl Nitrogen,TKN,0.6,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0920B0637,09/14/2020 11:20,Field Specific Conductance,0, 265.7,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0920B0637,09/14/2020 11:20,Field Dissolved Oxygen,0, 3.86,0.1,mg/L,EPA 360.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0920B0637,09/14/2020 11:20,Field pH,0, 6.94,0.1,pH Units,EPA 150.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0920B0637,09/14/2020 11:20,Field Water Temperature,0, 20.5,0.1,°C,EPA 170.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0920B0637,09/14/2020 11:20,Field Turbidity,0, 2.5,0.1,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0920B0638,09/14/2020 12:55,Total Alkalinity,471-34-1,23,1,mg/L as CaCO3,Std Method 2320 B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0920B0638,09/14/2020 12:55,Dissolved Ammonia,7664-41-7,<0.05,0.05,mg/L as N,EPA 350.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0920B0638,09/14/2020 12:55,Dissolved Boron,7440-42-8,<0.1,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0920B0638,09/14/2020 12:55,Dissolved Bromide,24959-67-9,<0.05,0.05,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0920B0638,09/14/2020 12:55,Dissolved Calcium,7440-70-2,5,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0920B0638,09/14/2020 12:55,Dissolved Chloride,16887-00-6,1.774,1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0920B0638,09/14/2020 12:55,Chlorophyll a,479-61-8,<0.5,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0920B0638,09/14/2020 12:55,Specific Conductance,0,54,1,uS/cm@25 °C,Std Method 2510-B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0920B0638,09/14/2020 12:55,Dissolved Hardness,0,21,1,mg/L as CaCO3,Std Method 2340 B (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0920B0638,09/14/2020 12:55,Dissolved Magnesium,7439-95-4,1.76,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0920B0638,09/14/2020 12:55,Dissolved Nitrate + Nitrite,NO3+NO2,<0.05,0.05,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0920B0638,09/14/2020 12:55,Dissolved Organic Carbon,7440-44-0,1.8,0.5,mg/L as C,EPA 415.3 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0920B0638,09/14/2020 12:55,Total Organic Carbon,7440-44-0,1.6,0.5,mg/L as C,EPA 415.3 (T) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0920B0638,09/14/2020 12:55,Dissolved ortho-Phosphate,14265-44-2,<0.05,0.05,mg/L as P,EPA 365.1 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0920B0638,09/14/2020 12:55,Pheophytin a,0,1.38,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0920B0638,09/14/2020 12:55,Total Phosphorus,7723-14-0,0.01,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0920B0638,09/14/2020 12:55,Dissolved Potassium,7440-09-7,0.7,0.5,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0920B0638,09/14/2020 12:55,Dissolved Silica (SiO2),14808-60-7,10.2,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0920B0638,09/14/2020 12:55,Dissolved Sodium,7440-23-5,2,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0920B0638,09/14/2020 12:55,Total Dissolved Solids,0,39.5,1,mg/L,Std Method 2540 C [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0920B0638,09/14/2020 12:55,Dissolved Sulfate,14808-79-8,1.976,1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0920B0638,09/14/2020 12:55,Total Kjeldahl Nitrogen,TKN,0.109,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0920B0638,09/14/2020 12:55,Field Specific Conductance,0, 52.7,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0920B0638,09/14/2020 12:55,Field Dissolved Oxygen,0, 9.86,0.1,mg/L,EPA 360.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0920B0638,09/14/2020 12:55,Field pH,0, 7.64,0.1,pH Units,EPA 150.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0920B0638,09/14/2020 12:55,Field Water Temperature,0, 19.5,0.1,°C,EPA 170.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0920B0638,09/14/2020 12:55,Field Turbidity,0, 0.2,0.1,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,"Water, Natural",Normal Sample,0,,
Eastside Delta Mendota Canal intake at Jones PP,DMC intake at Jones,B9C74781351,C0921B0468,09/14/2021 15:00,Dissolved Ammonia,7664-41-7,<0.05,0.05,mg/L as N,EPA 350.1 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,Canal Grab Sample,
Eastside Delta Mendota Canal intake at Jones PP,DMC intake at Jones,B9C74781351,C0921B0468,09/14/2021 15:00,Dissolved Bromide,24959-67-9,0.245,0.05,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,Canal Grab Sample,
Eastside Delta Mendota Canal intake at Jones PP,DMC intake at Jones,B9C74781351,C0921B0468,09/14/2021 15:00,Dissolved Chloride,16887-00-6,79.5,10,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,Canal Grab Sample,
Eastside Delta Mendota Canal intake at Jones PP,DMC intake at Jones,B9C74781351,C0921B0468,09/14/2021 15:00,Chlorophyll a,479-61-8,1.94,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,Canal Grab Sample,
Eastside Delta Mendota Canal intake at Jones PP,DMC intake at Jones,B9C74781351,C0921B0468,09/14/2021 15:00,Dissolved Nitrate + Nitrite,NO3+NO2,0.138,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,1 Meters,"Water, Natural",Normal Sample,0,Canal Grab Sample,
Eastside Delta Mendota Canal intake at Jones PP,DMC intake at Jones,B9C74781351,C0921B0468,09/14/2021 15:00,Dissolved Organic Carbon,7440-44-0,3.3,0.5,mg/L as C,EPA 415.3 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,Canal Grab Sample,Duplicate
Eastside Delta Mendota Canal intake at Jones PP,DMC intake at Jones,B9C74781351,C0921B0468,09/14/2021 15:00,Dissolved Organic Carbon,7440-44-0,3.4,0.5,mg/L as C,EPA 415.3 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,Canal Grab Sample,
Eastside Delta Mendota Canal intake at Jones PP,DMC intake at Jones,B9C74781351,C0921B0468,09/14/2021 15:00,Total Organic Carbon,7440-44-0,3.3,0.5,mg/L as C,EPA 415.3 (T) [1]*,1 Meters,"Water, Natural",Normal Sample,0,Canal Grab Sample,
Eastside Delta Mendota Canal intake at Jones PP,DMC intake at Jones,B9C74781351,C0921B0468,09/14/2021 15:00,Total Organic Carbon,7440-44-0,3.2,0.5,mg/L as C,EPA 415.3 (T) [1]*,1 Meters,"Water, Natural",Normal Sample,0,Canal Grab Sample,Duplicate
Eastside Delta Mendota Canal intake at Jones PP,DMC intake at Jones,B9C74781351,C0921B0468,09/14/2021 15:00,Dissolved ortho-Phosphate,14265-44-2,0.096,0.05,mg/L as P,EPA 365.1 [1]*,1 Meters,"Water, Natural",Normal Sample,0,Canal Grab Sample,
Eastside Delta Mendota Canal intake at Jones PP,DMC intake at Jones,B9C74781351,C0921B0468,09/14/2021 15:00,Pheophytin a,0,3.66,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,Canal Grab Sample,
Eastside Delta Mendota Canal intake at Jones PP,DMC intake at Jones,B9C74781351,C0921B0468,09/14/2021 15:00,Total Phosphorus,7723-14-0,0.107,0.01,mg/L as P,EPA 365.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,Canal Grab Sample,
Eastside Delta Mendota Canal intake at Jones PP,DMC intake at Jones,B9C74781351,C0921B0468,09/14/2021 15:00,Dissolved Sulfate,14808-79-8,18.8,10,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,Canal Grab Sample,
Eastside Delta Mendota Canal intake at Jones PP,DMC intake at Jones,B9C74781351,C0921B0468,09/14/2021 15:00,Total Kjeldahl Nitrogen,TKN,0.387,0.1,mg/L as N,EPA 351.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,Canal Grab Sample,
Eastside Delta Mendota Canal intake at Jones PP,DMC intake at Jones,B9C74781351,C0921B0468,09/14/2021 15:00,Field Specific Conductance,0, 485,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,Canal Grab Sample,
Eastside Delta Mendota Canal intake at Jones PP,DMC intake at Jones,B9C74781351,C0921B0468,09/14/2021 15:00,Field Turbidity,0, 23.6,0.1,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,"Water, Natural",Normal Sample,0,Canal Grab Sample,
C10A - San Joaquin River near Vernalis @ SJR Club,C10A,B9D74081159,C0920B0685,09/15/2020 13:25,Dissolved Ammonia,7664-41-7,<0.05,0.05,mg/L as N,EPA 350.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,River Grab,
C10A - San Joaquin River near Vernalis @ SJR Club,C10A,B9D74081159,C0920B0685,09/15/2020 13:25,Dissolved Bromide,24959-67-9,0.2104,0.05,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,River Grab,
C10A - San Joaquin River near Vernalis @ SJR Club,C10A,B9D74081159,C0920B0685,09/15/2020 13:25,Dissolved Chloride,16887-00-6,66,1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,River Grab,
C10A - San Joaquin River near Vernalis @ SJR Club,C10A,B9D74081159,C0920B0685,09/15/2020 13:25,Dissolved Nitrate + Nitrite,NO3+NO2,2.54,0.25,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,River Grab,
C10A - San Joaquin River near Vernalis @ SJR Club,C10A,B9D74081159,C0920B0685,09/15/2020 13:25,Dissolved Nitrate,14797-55-8,10.44,0.1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,River Grab,
C10A - San Joaquin River near Vernalis @ SJR Club,C10A,B9D74081159,C0920B0685,09/15/2020 13:25,Dissolved Organic Carbon,7440-44-0,3.3,0.5,mg/L as C,EPA 415.3 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,River Grab,Duplicate
C10A - San Joaquin River near Vernalis @ SJR Club,C10A,B9D74081159,C0920B0685,09/15/2020 13:25,Dissolved Organic Carbon,7440-44-0,3.3,0.5,mg/L as C,EPA 415.3 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,River Grab,
C10A - San Joaquin River near Vernalis @ SJR Club,C10A,B9D74081159,C0920B0685,09/15/2020 13:25,Total Organic Carbon,7440-44-0,3.4,0.5,mg/L as C,EPA 415.3 (T) [1]*,1 Meters,"Water, Natural",Normal Sample,0,River Grab,Duplicate
C10A - San Joaquin River near Vernalis @ SJR Club,C10A,B9D74081159,C0920B0685,09/15/2020 13:25,Total Organic Carbon,7440-44-0,3.4,0.5,mg/L as C,EPA 415.3 (T) [1]*,1 Meters,"Water, Natural",Normal Sample,0,River Grab,
C10A - San Joaquin River near Vernalis @ SJR Club,C10A,B9D74081159,C0920B0685,09/15/2020 13:25,Dissolved ortho-Phosphate,14265-44-2,0.094,0.05,mg/L as P,EPA 365.1 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,River Grab,
C10A - San Joaquin River near Vernalis @ SJR Club,C10A,B9D74081159,C0920B0685,09/15/2020 13:25,Total Phosphorus,7723-14-0,0.1,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,River Grab,
C10A - San Joaquin River near Vernalis @ SJR Club,C10A,B9D74081159,C0920B0685,09/15/2020 13:25,Dissolved Sulfate,14808-79-8,52,1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,River Grab,
C10A - San Joaquin River near Vernalis @ SJR Club,C10A,B9D74081159,C0920B0685,09/15/2020 13:25,Total Kjeldahl Nitrogen,TKN,0.376,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,River Grab,
C10A - San Joaquin River near Vernalis @ SJR Club,C10A,B9D74081159,C0920B0685,09/15/2020 13:25,Field Specific Conductance,0, 545,,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,River Grab,
C10A - San Joaquin River near Vernalis @ SJR Club,C10A,B9D74081159,C0920B0685,09/15/2020 13:25,Field Turbidity,0, 7.64,,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,"Water, Natural",Normal Sample,0,River Grab,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0921B0480,09/15/2021 13:30,Dissolved Ammonia,7664-41-7,<0.05,0.05,mg/L as N,EPA 350.1 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0921B0480,09/15/2021 13:30,Dissolved Ammonia,7664-41-7,<0.05,0.05,mg/L as N,EPA 350.1 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0921B0480,09/15/2021 13:30,Dissolved Nitrate + Nitrite,NO3+NO2,<0.05,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0921B0480,09/15/2021 13:30,Dissolved Nitrate + Nitrite,NO3+NO2,<0.05,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0921B0480,09/15/2021 13:30,Dissolved Organic Carbon,7440-44-0,1.5,0.5,mg/L as C,EPA 415.3 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Matrix Spike
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0921B0480,09/15/2021 13:30,Total Organic Carbon,7440-44-0,1.4,0.5,mg/L as C,EPA 415.3 (T) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Matrix Spike
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0921B0480,09/15/2021 13:30,Dissolved ortho-Phosphate,14265-44-2,0.051,0.05,mg/L as P,EPA 365.1 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0921B0480,09/15/2021 13:30,Dissolved ortho-Phosphate,14265-44-2,0.05,0.05,mg/L as P,EPA 365.1 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0921B0480,09/15/2021 13:30,Field Turbidity,0, 1.83,,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0922B0801,09/15/2022 09:10,Total Alkalinity,471-34-1,59.9,20,mg/L as CaCO3,Std Method 2320 B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0922B0801,09/15/2022 09:10,Dissolved Ammonia,7664-41-7,<0.05,0.05,mg/L as N,EPA 350.1 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0922B0801,09/15/2022 09:10,Dissolved Boron,7440-42-8,<0.1,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0922B0801,09/15/2022 09:10,Dissolved Bromide,24959-67-9,<0.1,0.1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0922B0801,09/15/2022 09:10,Dissolved Calcium,7440-70-2,10.9,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0922B0801,09/15/2022 09:10,Dissolved Chloride,16887-00-6,3.6,1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0922B0801,09/15/2022 09:10,Chlorophyll a,479-61-8,0.94,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0922B0801,09/15/2022 09:10,Specific Conductance,0,137,5,uS/cm@25 °C,Std Method 2510-B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0922B0801,09/15/2022 09:10,Dissolved Hardness,0,49,1,mg/L as CaCO3,Std Method 2340 B (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0922B0801,09/15/2022 09:10,Dissolved Magnesium,7439-95-4,5.31,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0922B0801,09/15/2022 09:10,Dissolved Nitrate + Nitrite,NO3+NO2,0.067,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0922B0801,09/15/2022 09:10,Dissolved Organic Carbon,7440-44-0,1.8,0.5,mg/L as C,Std Method 5310C (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
